party,party_sentence,topic_code,coalition_sentence,similarity_score
90/Greens,Daneben werden wir für eine verbesserte und gebündelte Beratung und Unterstützung Bildungsagenturen aufbauen.,411,Mit Ländern und Kommunen werden wir uns über die Umsetzung des Rechtsanspruchs auf Ganztagsbildung und -betreuung und der qualitativen Weiterentwicklung verständigen und unter Berücksichtigung der länderspezifischen Ausprägungen einen gemeinsamen Qualitätsrahmen entwickeln.,0.72415835
90/Greens,Jüdisches Leben in seiner Vielfalt in Deutschland werden wir konsequent fördern und sichtbar machen.,503,Jüdisches Leben Seit 1700 Jahren gibt es jüdisches Leben in Deutschland.,0.72414327
90/Greens,Für eine Planungsbeschleunigung schaffen wir mehr öffentliche Planungskapazitäten.,303,"Die Inhouse-Beratungskapazitäten der öffentlichen Hand werden zu Beschleunigungsagenturen ausgebaut, auf die auch Länder und Kommunen einfach zugreifen können.",0.7241269
90/Greens,und bürokratische Vorgänge so weit wie möglich reduzieren.,303,Der Bundestag muss effektiv in Richtung der gesetzlichen Regelgröße verkleinert werden.,0.72410846
90/Greens,Wir wollen unsere Städte lebenswerter machen und sie dazu bei der Mobilitätswende gezielt unterstützen.,501,Wir sichern die Städtebauförderung dauerhaft und erhöhen sie.,0.72396725
90/Greens,Dazu werden wir die Rahmenbedingungen für ihr Wirtschaften systematisch verbessern und bestehende Benachteiligungen beseitigen.,402,"Wir verbessern die rechtlichen Rahmenbedingungen für gemeinwohlorientiertes Wirtschaften, wie zum Beispiel für Genossenschaften, Sozialunternehmen, Integrationsunternehmen.",0.7237933
90/Greens,Koloniales Unrecht aufarbeiten und internationale Beziehungen dekolonialisieren,H,"Wir wollen koloniale Kontinuitäten überwinden, uns in Partnerschaft auf Augenhöhe begegnen und veranlassen unabhängige wissenschaftliche Studien zur Aufarbeitung des Kolonialismus.",0.7237372
90/Greens,"Die anerkennt, dass ein Koalitionspartner Wertvolles an den Tisch bringt und ebenso recht haben kann.",202.1,"Darüber hinaus treffen sie sich zu allen Angelegenheiten von grundsätzlicher Bedeutung, die zwischen den Koalitionspartnern abgestimmt werden sowie zu Angelegenheiten, deren Beratung einer der Koalitionspartner wünscht.",0.7236381
90/Greens,"Wir wollen die Verantwortung übernehmen, Deutschland als Wissensgesellschaft voranzubringen, beste Bedingungen für Forschung und Innovation zu schaffen und die Vielfalt des Wissenschaftssystems stärken.",411,"Innovation, Wissenschaft, Hochschule und Forschung Deutschland ist Innovationsland.",0.7236084
90/Greens,Wir geben dem Markt einen sozial-ökologischen Rahmen,H,"Um einen künftigen Preisanstieg zu kompensieren und die Akzeptanz des Marktsystems zu gewährleisten, werden wir einen sozialen Kompensationsmechanismus über die Abschaffung der EEG- Umlage hinaus entwickeln (Klimageld).",0.72353363
90/Greens,den Umbau und die Wieder- und Neubewaldung nach ökologischen Bewirtschaftungsvorgaben ausrichten,501,"Der Bund wird zusammen mit den Ländern einen langfristigen Ansatz entwickeln, der konkrete, über die bisherigen Zertifizierungssysteme hinausgehende Anforderungen an zusätzliche Klimaschutz- und Biodiversitätsleistungen adressiert, diese honoriert und die Waldbesitzer dadurch in die Lage versetzt, ihre Wälder klimaresilient weiterzuentwickeln und, wenn nötig, umzubauen oder Neu- und Wiederbewaldung zu unterstützen.",0.72351146
90/Greens,"Die extrem klimaschädlichen Emissionen, die bei Erdgasförderung und -transport entstehen, wollen wir schnellstmöglich reduzieren.",416.2,Wir wollen die Emissionen aus Ammoniak und Methan unter Berücksichtigung des Tierwohls deutlich mindern.,0.7234325
90/Greens,"Anhaltende schwere wirtschaftliche Ungleichgewichte in Europa und weltweit wollen wir ebenfalls helfen abzubauen, indem wir in Deutschland verstärkt öffentlich investieren und gute Löhne durchsetzen.",503,"Tarifautonomie Wir wollen die Tarifautonomie, die Tarifpartner und die Tarifbindung stärken, damit faire Löhne in Deutschland bezahlt werden – dies befördert auch die nötige Lohnangleichung zwischen Ost und West.",0.72340876
90/Greens,"Wasserstoff aus erneuerbaren Energien, sogenannter grüner Wasserstoff, ist zentral für die Versorgungssicherheit in einer klimaneutralen Welt.",416.2,Netze Strom- und Wasserstoffnetze sind das Rückgrat des Energiesystems der Zukunft.,0.72335696
90/Greens,und generationengerechter.,503,Unsere Gesellschaft wird älter und diverser.,0.7233501
90/Greens,"Wir wollen dafür sorgen, dass es zügig zu einer Entscheidung über den Aufenthaltstitel kommt, damit Menschen früh verbindliche Gewissheit haben.",201.2,Wir wollen schnellere Entscheidungen in Asylprozessen sowie eine Vereinheitlichung der Rechtsprechung und werden dazu zügig einen Gesetzentwurf vorlegen.,0.72317874
90/Greens,Gemeinnütziger Journalismus braucht Rechtssicherheit.,202.1,Wir schaffen eine gesetzliche Grundlage für den Auskunftsanspruch der Presse gegenüber Bundesbehörden.,0.723144
90/Greens,"Deswegen werden wir ein Klimaschutz-Sofortprogramm auf den Weg bringen, das in allen Sektoren sofort wirksame Maßnahmen anstößt, bestehende Ausbauhindernisse beseitigt, naheliegende Einsparmöglichkeiten umsetzt und auch die Klima-und Entwicklungspartnerschaften im Sinne des globalen Budgetansatzes stärkt.",501,Die Kompetenzen der Bundeswasserstraßen- und Schifffahrtsverwaltung (WSV) für Klimaschutz und Klimaanpassung werden wir stärken.,0.72313696
90/Greens,"Wir setzen uns dafür ein, dass Berufe, die vor allem von Frauen ausgeübt werden, eine höhere Wertschätzung erfahren als bisher, insbesondere in Form besserer Arbeitsbedingungen und besserer Bezahlung.",503,Frauen im Handwerk werden wir stärken.,0.7229679
90/Greens,"Überhöhte Dispozinsen und Gebühren, insbesondere für das Basiskonto, werden wir begrenzen.",403,Entsprechend wird die Befüllung eines Sondervermögens als Abfluss aus dem Kernhaushalt den Verschuldungsspielraum reduzieren.,0.72272325
90/Greens,Die Gesundheitsdienste wollen wir stärker in die Gesundheitsförderung und Prävention in den Lebenswelten vor Ort einbinden.,504,"Prävention und Rehabilitation Wir machen längeres, gesünderes Arbeiten zu einem Schwerpunkt unserer Alterssicherungspolitik.",0.7226353
90/Greens,"Darüber hinaus setzen wir uns auch auf europäischer Ebene für eine ambitionierte, verbindliche Regelung in internationalen Lieferketten ein.",108,Auf europäischer Ebene treten wir für faire Wettbewerbsbedingungen und die Einsetzung eines europäischen Flottenmodernisierungsprogramms ein.,0.7225477
90/Greens,Vergabe- und Auswahlgremien besetzen wir paritätisch.,503,Öffentliche Ausschreibungen und Beschaffungsprozesse gestalten wir z.,0.7223577
90/Greens,Und zu machen.,202.1,Meldeketten an.,0.7223236
90/Greens,Mindestlohn anheben,H,Sie wird dementsprechend mit Anhebung des Mindestlohns auf 520 Euro erhöht.,0.72217494
90/Greens,Humanitäre Hilfe stärken,H,"Humanitäre Hilfe Deutschland wird den Aufwuchs der Mittel für humanitäre Hilfe bedarfsgerecht verstetigen und erhöhen, auch mit Blick auf die sogenannten „vergessenen Krisen“.",0.72213316
90/Greens,sowie Maßnahmen gegen Desinformationskampagnen wollen wir verstärken.,202.1,Wir begleiten die Einführung mit einer Informations- und Aufklärungskampagne.,0.7220329
90/Greens,"Damit Handwerksberufe noch attraktiver werden, setzen wir auf eine stärkere Tarifbindung,",701,Die BaFin muss als Arbeitgeberin attraktiver werden.,0.72201157
90/Greens,"Um ein valides Bild über die Dimensionen und Ursachen solcher Straftaten zu erhalten, braucht es eine verbesserte kriminalstatistische Erfassung.",605.1,"B. die der Mafia oder der sogenannten Clankriminalität, aussagekräftiger analysiert werden.",0.7219819
90/Greens,"Handelsabkommen sollten nicht nur Rechte für Unternehmen, sondern auch ihre Pflichten regeln.",403,Voraussetzung dafür sind Betriebsvereinbarungen.,0.7219625
90/Greens,Außerdem wollen wir die Wissenschaftskommunikation stärken und die Aus- und Weiterbildung von Wissenschaftler*innen in diesem Bereich fördern.,411,"Unsere Universitäten und Hochschulen für Angewandte Wissenschaften (HAW) werden wir als Herz des Wissenschaftssystems stärken, Innovation und Transfer von der Grundlagenforschung bis in die Anwendung fördern und beschleunigen.",0.72189337
90/Greens,"Je besser wir vorsorgen, je widerstandsfähiger wir werden, je besser wir schützen, umso freier können wir leben.",201.1,Wir wollen es noch sicherer machen.,0.7218814
90/Greens,Wir werden Monitoringstelle einrichten und die getroffenen Maßnahmen regelmäßig auf ihre Wirksamkeit prüfen.,504,In diesem Zusammenhang sorgen wir auch für die Ausweitung von Supervisionsangeboten.,0.72184664
90/Greens,Mit dem Ausbau und der Verbesserung der inklusiven assistierten Ausbildung und ausbildungsbegleitender Hilfen wollen wir mehr Jugendliche in Ausbildung unterstützen.,411,Studierende aus Bedarfsgemeinschaften werden wir mit einer neuen Studienstarthilfe unterstützen.,0.7218173
90/Greens,"Die Corona-Krise hat gezeigt, dass unser Gesundheitssystem für künftige Pandemien besser gewappnet sein muss.",504,"Hierzu setzen wir unverzüglich einen gemeinsamen Krisenstab der Bundesregierung ein, um die gesamtstaatliche Bekämpfung der Corona-Pandemie besser zu koordinieren.",0.72171944
90/Greens,Die europäische Zusammenarbeit im Hochschulbereich wollen wir stärken und in diesem Sinne das Konzept der European Universities weiterentwickeln.,108,Wir wollen die Bildungsfreizügigkeit in der EU stärken.,0.72166806
90/Greens,Wir setzen zudem auf regionale Wirtschaftskreisläufe,416.2,Dazu werden wir entsprechende Flächen in der Außenwirtschaftszone sichern.,0.72165745
90/Greens,"Wir wollen Verbraucher*innen besser schützen, indem wir gemeinsam mit den Ländern importierte Güter stärker auf Giftstoffe kontrollieren, die Produktkennzeichnung verbessern und Produktrückrufe erleichtern.",403,"Wir werden den gesundheitlichen Verbraucherschutz stärken und zu gesundheitsgefährdenden Stoffen wie endokrine Disruptoren, Mehrfachbelastungen, Kontaktmaterialen forschen.",0.7216274
90/Greens,Die Digitalisierung des öffentlich- rechtlichen Rundfunks muss vorangetrieben und seine bisherigen Angebote müssen überprüft werden.,502,"Die Herausforderungen der digitalen Transformation der Medienlandschaft wollen wir durch faire Regulierung der Plattformen und Intermediäre begleiten, um kommunikative Chancengleichheit sicherzustellen.",0.7215791
90/Greens,Eine ausreichend schnelle Breitband- und Mobilfunkversorgung gehört zur Daseinsvorsorge.,411,Wir bündeln Kompetenzen und Aufgaben für Festnetz und Mobilfunk.,0.7215775
90/Greens,Bei der Vernetzung sind das Open-Data-Prinzip und offene Schnittstellen zu beachten.,411,Open Access wollen wir als gemeinsamen Standard etablieren.,0.7214854
90/Greens,Entsprechend der Biodiversitätsstrategie der Europäischen Union sollen mindestens 30 Prozent der Landfläche und 30 Prozent der Meere wirksam geschützt werden.,501,10 Prozent der AWZ werden wir gemäß der EU-Biodiversitätsstrategie streng schützen und dort Zonen frei von schädlicher Nutzung ausweisen.,0.7214481
90/Greens,"Ob Verpackung, Gebäude, Auto oder Laptop – wir schaffen die gesetzlichen Rahmenbedingungen und ökonomischen Anreize dafür, dass alle Produkte lange verwendet, wiederverwendet, gemeinsam genutzt, repariert und hochwertig recycelt werden können.",416.2,Wir führen ein Recycling-Label ein.,0.7214434
90/Greens,Konsequent gegen Steuerhinterziehung und -vermeidung vorgehen,H,"Um die Eigeneinnahmen der Partnerländer zu erhöhen und Steuerflucht zu bekämpfen, werden wir rechtmäßige, effektive und transparente Steuersysteme fordern und fördern, die auch die finanzielle Leistungsfähigkeit der Eliten einbeziehen.",0.7213936
90/Greens,Dafür investieren wir mehr in berufliche und berufsbegleitende Bildung.,411,Die Ausbildung im Handwerk werden wir gezielt fördern.,0.7212894
90/Greens,"Unser Ziel ist es, im Zusammenspiel zwischen den Gesundheitsdiensten der Länder und Kommunen, Strukturen der öffentlichen Gesundheitsfürsorge an Universitäten und Hochschulen und einem neu zu schaffenden Bundesinstitut für Gesundheit gemeinsam eine starke Säule der öffentlichen Gesundheitsfürsorge aufzubauen.",504,"Die Bundeszentrale für gesundheitliche Aufklärung geht in einem Bundesinstitut für öffentliche Gesundheit am Bundesministerium für Gesundheit auf, in dem die Aktivitäten im Public-Health Bereich, die Vernetzung des ÖGD und die Gesundheitskommunikation des Bundes angesiedelt sind.",0.7211774
90/Greens,"Bildung in der digitalen Welt ist viel mehr als Wissensvermittlung, sie ist ein Schlüssel für Zukunftskompetenzen.",506,"Weiterbildung In Zeiten des digitalen und demografischen Wandels ist eine gezielte Nationale Weiterbildungsstrategie wesentliche Voraussetzung, um unsere wirtschaftlichen und gesellschaftlichen Ziele zu erreichen.",0.7211743
90/Greens,Deshalb wollen wir eine neue Gemeinschaftsaufgabe „Regionale Daseinsvorsorge“ im Grundgesetz verankern.,504,Wir prüfen einen neuen Fördertatbestand „Regionale Daseinsvorsorge“ innerhalb der GRW.,0.7211053
90/Greens,"Wir wollen mit klaren Mindeststandards beim Arbeits- und Datenschutz und bei den allgemeinen Geschäftsbedingungen, mit einem starken Beschäftigtendatenschutz und einem digitalen Zugangsrecht für Gewerkschaften für Fairplay bei der Plattformökonomie und insgesamt in der digitalen Arbeitswelt sorgen.",403,"Ziel ist, in der digitalen und agilen Arbeitswelt unbürokratisch Rechtssicherheit zu schaffen.",0.7209417
90/Greens,Wir setzen uns für eine dementsprechend ambitionierte Umsetzung des Digital Markets Act auf europäischer Ebene ein.,108,"Auf europäischer Ebene setzen wir uns dafür ein, dass Digital Service Act (DSA) und Digital Markets Act (DMA) sowie Media Freedom Act auch Pluralismus und Vielfalt abbilden sowie eine staatsferne Medienaufsicht und Regulierung gewährleisten.",0.7208045
90/Greens,Allgemein wollen wir die Anerkennung ausländischer Bildungsabschlüsse beschleunigen sowie das Anerkennungsverfahren kostengünstiger gestalten.,607.2,"Die Anerkennung informell, non-formal oder im Ausland erworbener Kompetenzen werden wir vereinfachen und beschleunigen.",0.72079533
90/Greens,"Zum Schutz der Bürger*innen und zur Verteidigung unserer Freiheit brauchen wir eine stärkere grenzüberschreitende Zusammenarbeit von Polizei und Justiz: durch gemeinsame europäische Polizeiteams, durch die Aufwertung von Europol zu einem Europäischen Kriminalamt sowie durch eine engere justizielle Zusammenarbeit der Mitgliedstaaten, auch mit Hilfe von Eurojust und bei der Bekämpfung von Betrug zu Lasten der EU-Finanzen mit dem EU- Betrugsbekämpfungsamt OLAF und der Europäischen Staatsanwaltschaft unter Nutzung modernster Analysemethoden.",108,Wir streben die Weiterentwicklung von Europol zu einem Europäischen Kriminalamt mit eigenen operativen Möglichkeiten an.,0.7207728
90/Greens,Wir treten für ein EU-weites Pfandsystem ein.,108,Die Global Gateways-Initiative der EU ist dabei ein wichtiges Instrument.,0.7207398
90/Greens,Wir werden wieder verstärkt humanitäre Bundesaufnahmeprogramme sowie Kontingente aus den EU-Staaten mit Außengrenzen auf den Weg bringen.,201.2,Wir werden ein humanitäres Aufnahmeprogramm des Bundes in Anlehnung an die bisher im Zuge des Syrien-Krieges durchgeführten Programme verstetigen und diese jetzt für Afghanistan nutzen.,0.7207196
90/Greens,Darüber hinaus setzen wir uns auch für den Schutz und die gezielte Förderung von Menschenrechtsverteidiger*innen aus EU- Mitgliedstaaten ein.,201.2,"Die Interessen beider Seiten adressieren wir auf der Grundlage der Prinzipien des Völkerrechts, der Menschenrechte und der europäischen Friedensordnung, zu denen sich auch Russland bekannt hat.",0.7206928
90/Greens,"Wir beschleunigen den flächendeckenden Ausbau einer einheitlichen Ladeinfrastruktur, besonders im ländlichen Raum, inklusive Schnellladesäulen.",501,"Wir werden ein Programm „Schnelle Kapazitätserweiterung“ auflegen, Barrierefreiheit und Lärmschutz verbessern, Bahnhofsprogramme bündeln und stärken, das Streckennetz erweitern, Strecken reaktivieren und Stilllegungen vermeiden und eine 50 Beschleunigungskommission Schiene einsetzen.",0.7206806
90/Greens,"Den Anspruch auf medizinische körperangleichende Maßnahmen wollen wir gesetzlich verankern und dafür sorgen, dass die Kostenübernahme durch das Gesundheitssystem gewährleistet wird.",504,Wir bringen ein allgemeines Heilberufegesetz auf den Weg und entwickeln das elektronische Gesundheitsberuferegister weiter.,0.72061896
90/Greens,"Das Budget für Arbeit werden wir ausbauen und Menschen, die es nutzen, in der Arbeitslosenversicherung absichern.",701,Wir werden das Budget für Arbeit und das Budget für Ausbildung weiter stärken und ausbauen.,0.7205677
90/Greens,"Plastikmüll soll nicht mehr exportiert werden, wenn er nicht hochwertig recycelt wird.",416.2,Der Export von Abfällen soll europarechtlich nur noch in zertifizierten Recyclinganlagen möglich sein.,0.72050995
90/Greens,Solch ein Abkommen muss im Parlament debattiert und beschlossen werden.,202.1,"Anträge, Gesetzesinitiativen und Anfragen auf Fraktionsebene werden gemeinsam oder im Ausnahmefall im gegenseitigen Einvernehmen eingebracht.",0.7204968
90/Greens,und eine Verbesserung des grenzüberschreitenden Rechtsschutzes unabdingbar.,202.1,"Dolmetscher, Beurteilung der Verfolgungswahrscheinlichkeit bei Rückkehr), Unterbringung sicherer machen und eine besondere Rechtsberatung einrichten.",0.7204667
90/Greens,"Die anerkennt, dass ein Koalitionspartner Wertvolles an den Tisch bringt und ebenso recht haben kann.",202.1,Er bildet die Arbeitsgrundlage für unsere Koalition.,0.7203716
90/Greens,Alle Bundesländer haben hierfür ihre entsprechenden Beiträge zu leisten.,302,128 Bund und Länder sind gleichermaßen in der Verantwortung für gleichwertige Lebensverhältnisse in allen Regionen.,0.72034633
90/Greens,"Es braucht einen Paradigmenwechsel hin zu gemeinsamen Standards statt abgeschotteter Datensilos und zum Beispiel die Möglichkeit, über Datentreuhandmodelle einfaches und datenschutzfreundliches Datenteilen zu ermöglichen.",403,"Für alle, die an der Entstehung von Daten mitgewirkt haben, stärken wir den standardisierten und maschinenlesbaren Zugang zu selbsterzeugten Daten.",0.7202776
90/Greens,das Fakultativprotokoll zum Sozialpakt,201.2,Das Zusatzprotokoll zum Sozialpakt der VN werden wir ratifizieren.,0.7202284
90/Greens,"Die Förderung regionaler Innovationsökosysteme aus Hochschulen, Mittelstand und Zivilgesellschaft wollen wir durch die Gründung einer eigenständigen Innovationsagentur (D.Innova) konsequent stärken.",411,Wir werden die Stiftung Innovation in der Hochschullehre insbesondere im Bereich digitaler Lehre weiterentwickeln.,0.72022283
90/Greens,Dazu wollen wir auch einen nationalen Aktionsplan gegen Menschenhandel auflegen.,201.2,Wir werden den nationalen Aktionsplan Wirtschaft und Menschenrechte im Einklang mit dem Lieferkettengesetz überarbeiten.,0.72020674
90/Greens,Die Vergabe öffentlicher Aufträge soll auch Kriterien der Geschlechtergerechtigkeit berücksichtigen.,503,Die Kommission wird sich mit dem Ziel einer paritätischen Repräsentanz von Frauen und Männern im Parlament befassen und die rechtlichen Rahmenbedingungen erörtern.,0.72019094
90/Greens,"Wir streben an, die Modernisierungsumlage weiter abzusenken und auf maximal 1,50 Euro pro Quadratmeter zu begrenzen, damit energetische Sanierungen perspektivisch warmmietenneutral möglich sind.",416.2,"Um den Flächenverbrauch für Siedlungs- und Verkehrszwecke 42 auf das 30-ha-Ziel bis spätestens 2030 zu reduzieren, werden wir Anreize setzen, Fehlanreize vermeiden und durch wirksame Initiativen Versiegelung reduzieren.",0.72014594
90/Greens,"Wir setzen uns dafür ein, den Kohleausstieg bis 2030 zu vollenden.",501,Idealerweise gelingt das schon bis 2030.,0.7201016
90/Greens,und ihr ganzes Gewicht gegen die Klimakrise und das Artensterben in die Waagschale wirft.,501,"Insbesondere der Kampf gegen das Artensterben, verlangt hohe Aufmerksamkeit und politisches Handeln.",0.72008175
90/Greens,"Wir wollen durch verbindliche, bedarfsgerechte Personalbemessung – auch in der Langzeitpflege –, die bessere Vereinbarkeit von Beruf und Familie, mehr eigenverantwortliche Arbeit von Fachkräften, den Abbau unnötiger Bürokratie und die Ermöglichung neuer Arbeitszeitmodelle, etwa der 35-Stunden-Woche in der Pflege bei vollem Lohnausgleich, Arbeitsbedingungen schaffen, unter denen viele Menschen – ganz neu, weiter oder wieder – gerne in der Pflege arbeiten.",701,Hierzu werden wir einen Aktionsplan „Gesunde Arbeit“ ins Leben rufen sowie den Grundsatz „Prävention vor Reha vor Rente“ stärken.,0.72000676
90/Greens,"Für die Wahlen zum Europäischen Parlament setzen wir uns dafür ein, dass die Bürger*innen mit ihrer Stimme für einen Spitzenkandidaten bzw. eine Spitzenkandidatin der Parteien auch die/den nächste*n Präsident*in der EU-Kommission bestimmen.",108,Die Koalitionspartner treten bei der Europawahl gemäß der Zugehörigkeit zu ihren jeweiligen europäischen Parteienfamilien sowie in den kommenden Kommunal- und Landtagswahlen in einem fairen Wettbewerb gegeneinander an.,0.71998477
90/Greens,"Frieden, Sicherheit und menschenwürdige Lebensverhältnisse für alle Menschen im Nahen Osten sind ein zentrales Anliegen deutscher Außen- und Sicherheitspolitik, auch und besonders mit Blick auf einen nachhaltigen Frieden zwischen Israelis und Palästinenser*innen.",106,"Freiheit und Sicherheit, Gleichstellung und Vielfalt in der modernen Demokratie Freiheit, Sicherheit und Rechtsstaatlichkeit sind die Grundlagen für das friedliche Zusammenleben in Deutschland.",0.71997947
90/Greens,Rechtsextreme müssen konsequenter und zügiger als bisher aus Sicherheitsbehörden entfernt werden.,202.1,"Um die Integrität des Öffentlichen Dienstes sicherzustellen, werden wir dafür sorgen, dass Verfassungsfeinde schneller als bisher aus dem Dienst entfernt werden können.",0.7198322
90/Greens,Spitzensport braucht Breitensport,H,Bei der Sportförderung berücksichtigen wir den besonderen Bedarf von Behindertensport.,0.71975195
90/Greens,Wir wollen den rasanten Entwicklungen im Bereich dezentraler Finanzanwendungen gerecht werden und die Chancen und Risiken von Kryptowährungen und Blockchains differenziert ausloten.,411,"Blockchain, noch stärker nutzen.",0.7197469
90/Greens,Wir werden Monitoringstelle einrichten und die getroffenen Maßnahmen regelmäßig auf ihre Wirksamkeit prüfen.,504,Alle Bundesförderprogramme werden regelmäßig evaluiert und auf ihre räumliche Wirkung mit einheitlichen Datenstandards überprüft.,0.71973574
90/Greens,Die Vergabe öffentlicher Aufträge soll auch Kriterien der Geschlechtergerechtigkeit berücksichtigen.,503,"Dazu gehören ein Verfahren beim Standesamt, das Änderungen des Geschlechtseintrags im Personenstand grundsätzlich per Selbstauskunft möglich macht, ein erweitertes und sanktionsbewehrtes Offenbarungsverbot und eine Stärkung der Aufklärungs- und Beratungsangebote.",0.71971345
90/Greens,"Beim Ausbau digitaler Infrastrukturen, wie zum Beispiel 5G, wollen wir die Integrität unserer kritischen Infrastruktur,",411,"Wir werden kritische Technologie und Infrastruktur besser schützen, Standards und Beschaffung daran ausrichten und ein europäisches Open Source- 5/6G-Konsortium initiieren.",0.719705
90/Greens,"und uns dafür einsetzen, dass dies auch EU-weit verbindlich wird.",108,"113 Wir setzen uns auf EU-Ebene dafür ein, dass elektronische Widerrufbuttons verpflichtend werden.",0.71968096
90/Greens,Wir investieren in Spitzenforschung und die Bildung von Clustern in diesen Bereichen.,411,"Wir wollen die vorhandenen Kompetenzen und Entwicklungspotenziale weiter stärken, indem wir mit zusätzlichen Mitteln ein neues Forschungszentrum der Helmholtz-Gemeinschaft für Alternsforschung errichten.",0.71937746
90/Greens,"Das Statistische Bundesamt stärken wir ebenfalls, um die Datenverfügbarkeit für Politik, Öffentlichkeit und die Forschung zu verbessern und die Daten zeitnäher zur Verfügung zu stellen.",303,In diesem Sinne überprüfen wir bestehendes Recht und verbessern die Datengrundgrundlagen.,0.7193364
90/Greens,"Weil es ein breites Kulturangebot gibt, eine vielfältige Medienlandschaft.",502,"Kultur- und Medienpolitik Wir wollen Kultur mit allen ermöglichen, indem wir ihre Vielfalt und Freiheit sichern, unabhängig von Organisations- oder Ausdrucksform, von Klassik bis Comic, von Plattdeutsch bis Plattenladen.",0.7191255
90/Greens,"Starke Mieter*innen, faire Mieten",H,Juni 2022 hälftig zwischen Vermieter und Mieterin bzw.,0.7190173
90/Greens,Im Verkehrsbereich wollen wir ÖPP-Projekte gesetzlich ausschließen.,411,Wir werden die Ausnahmemöglichkeiten des Personenbeförderungsgesetzes (ÖPNV) bis 2026 gänzlich abschaffen.,0.71893126
90/Greens,"Wir setzen uns dafür ein, dass der Bundestag entsprechend der Entscheidung des Bundesverfassungsgerichts in freier Abstimmung den mit einem Schutzkonzept verbundenen Zugang zur Sterbehilfe regelt.",604,"Entscheidung Sterbehilfe Wir begrüßen, wenn durch zeitnahe fraktionsübergreifende Anträge das Thema Sterbehilfe einer Entscheidung zugeführt wird.",0.7187378
90/Greens,"Deshalb wollen wir Menschen, die Verantwortung für Angehörige, Nachbar*innen oder Freund*innen übernehmen, mit der PflegeZeit Plus besonders unterstützen.",504,"Wir entwickeln die Pflegezeit- und Familienpflegezeitgesetze weiter und ermöglichen pflegenden Angehörigen und Nahestehenden mehr Zeitsouveränität, auch durch eine Lohnersatzleistung im Falle pflegebedingter Auszeiten.",0.71872973
90/Greens,Dafür treiben wir eine grundlegende Reform des Energierechts voran.,416.2,Wir werden die novellierte Erneuerbare-Energien-Richtlinie nach Verabschiedung möglichst technologieoffen und ambitioniert umsetzen; dabei schließen wir Atomkraft weiterhin aus.,0.7186865
90/Greens,"Hochschulen sind Zukunftslabore für Wissenschaft, Wirtschaft und Gesellschaft.",506,"22 Rahmenbedingungen für Hochschule, Wissenschaft und Forschung Universitäten und Hochschulen für angewandte Wissenschaften sind das Rückgrat der deutschen Wissenschaftslandschaft.",0.71868366
90/Greens,und wir setzen uns auf europäischer Ebene für eine bessere soziale Absicherung für arbeitssuchende EU- Bürger*innen ein.,504,"Im Dialog mit den Sozialpartnern prüfen wir, welchen Anpassungsbedarf wir angesichts der Rechtsprechung des Europäischen Gerichtshofs zum Arbeitszeitrecht sehen.",0.71860707
90/Greens,"Wir wollen es Menschen aber leichter machen, selbst darüber zu entscheiden, wann sie in Rente gehen wollen, auch über die Regeleintrittsgrenze hinaus.",201.1,Renteneintritt Die Flexi-Rente wollen wir durch bessere Beratung in ihrer Bekanntheit verbreitern und die Regelung zum Hinzuverdienst bei vorzeitigem Rentenbezug entfristen.,0.7185563
90/Greens,"Wir wollen denjenigen Ländern, die ihren Staatsbürger*innen nach einer Rückkehr Sicherheit effektiv garantieren, im Gegenzug über Visaerleichterungen oder Ausbildungspartnerschaften verlässliche Aussicht auf eine geordnete Migration eröffnen.",107,Die staatliche Rückkehrförderung für Menschen ohne Bleiberecht wollen wir finanziell besser ausstatten.,0.7185181
90/Greens,"Der Zugang zu staatlichen Datenbeständen ermöglicht innovative, elektronische Dienstleistungen",411,"Nutzung von Daten und Datenrecht Die Potenziale von Daten für alle heben wir, indem wir den Aufbau von Dateninfrastrukturen unterstützen und Instrumente wie Datentreuhänder, Datendrehscheiben und Datenspenden gemeinsam mit Wirtschaft, Wissenschaft und Zivilgesellschaft auf den Weg bringen.",0.71844697
90/Greens,"Mit der Istanbul-Konvention haben wir ein Instrument an der Hand, das die notwendigen Maßnahmen beschreibt.",605.1,Die Istanbul-Konvention setzen wir auch im digitalen Raum und mit einer staatlichen Koordinierungsstelle vorbehaltlos und 115 wirksam um.,0.7184192
90/Greens,"Handelspolitik, wie das Mercosur- Abkommen, muss verbindlich an Leitlinien zum Schutz der Menschenrechte,",201.2,"Wir setzen uns dann für die Ratifizierung des Mercosur-Abkommens ein, wenn zuvor von Seiten der Partnerländer umsetzbare und überprüfbare, rechtliche verbindliche Verpflichtungen zum Umwelt-, Sozial- und Menschenrechtsschutz eingegangen werden und praktisch durchsetzbare Zusatzvereinbarungen zum Schutz und Erhalt bestehender Waldflächen abgeschlossen worden sind.",0.71825695
90/Greens,Pflegekräfte leisten einen unschätzbaren Beitrag für unsere Gesellschaft.,701,"Die gemeinnützigen Wohlfahrtsverbände sind eine wichtige Stütze der Daseinsvorsorge, wir wollen für sie weiterhin verlässliche Partner sein.",0.71815115
90/Greens,"Wir fördern Kinder, Jugendliche und Familien",H,Jugendvereine unterstützen.,0.7180187
